isHome,shotType,situation,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,xg,xgot,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType,match_id,match_date,player_name,player_position,player_id,shot_x,shot_y
False,block,assisted,left-foot,low-centre,"{""x"": 0, ""y"": 50.1, ""z"": 19}","{""x"": 16.7, ""y"": 39.5, ""z"": 0}",0.044246505945921,0.0,3701430,1,,18,"{""start"": {""x"": 37.6, ""y"": 19.8}, ""block"": {""x"": 39.5, ""y"": 16.7}, ""end"": {""x"": 49.9, ""y"": 0}, ""goal"": {""x"": 49.9, ""y"": 81}}",45,2682,18,shot,,12436910,2024-09-01,Jean-Philippe Mateta,F,848276,19.8,37.6
True,block,assisted,right-foot,low-centre,"{""x"": 0, ""y"": 49.5, ""z"": 19}","{""x"": 0.90000000000001, ""y"": 51.6, ""z"": 0}",0.13758890330791,0.0,4475948,1,,24,"{""start"": {""x"": 60.1, ""y"": 7.6}, ""block"": {""x"": 51.6, ""y"": 0.90000000000001}, ""end"": {""x"": 50.5, ""y"": 0}, ""goal"": {""x"": 50.5, ""y"": 81}}",45,2676,24,shot,,12436629,2025-02-22,Jaden Philogene-Bidace,M,1014461,7.6,60.1
True,block,throw-in-set-piece,left-foot,low-centre,"{""x"": 0, ""y"": 50.7, ""z"": 19}","{""x"": 12.4, ""y"": 50.2, ""z"": 0}",0.052230983972549,0.0,5000250,1,,32,"{""start"": {""x"": 50.3, ""y"": 14.1}, ""block"": {""x"": 50.2, ""y"": 12.4}, ""end"": {""x"": 49.3, ""y"": 0}, ""goal"": {""x"": 49.3, ""y"": 81}}",45,2668,32,shot,,12436538,2025-05-25,Conor Chaplin,M,784625,14.1,50.3
False,block,assisted,right-foot,low-centre,"{""x"": 0, ""y"": 51.4, ""z"": 19}","{""x"": 12, ""y"": 69.3, ""z"": 0}",0.04710890352726,0.0,4742872,1,,33,"{""start"": {""x"": 72.9, ""y"": 14.1}, ""block"": {""x"": 69.3, ""y"": 12}, ""end"": {""x"": 48.6, ""y"": 0}, ""goal"": {""x"": 48.6, ""y"": 81}}",45,2667,33,shot,,12436614,2025-04-12,Marcus Rashford,M,814590,14.1,72.9
True,block,regular,right-foot,low-centre,"{""x"": 0, ""y"": 48.9, ""z"": 19}","{""x"": 13.7, ""y"": 48.7, ""z"": 0}",0.066051572561264,0.0,4202996,1,,33,"{""start"": {""x"": 48.5, ""y"": 15.1}, ""block"": {""x"": 48.7, ""y"": 13.7}, ""end"": {""x"": 51.1, ""y"": 0}, ""goal"": {""x"": 51.1, ""y"": 81}}",45,2667,33,shot,,12436532,2024-12-29,Eberechi Eze,F,864921,15.1,48.5
True,block,assisted,left-foot,low-left,"{""x"": 0, ""y"": 52.2, ""z"": 19}","{""x"": 7.9, ""y"": 33.9, ""z"": 0}",0.039286620914936,0.0,4552539,1,,49,"{""start"": {""x"": 30.7, ""y"": 9.7}, ""block"": {""x"": 33.9, ""y"": 7.9}, ""end"": {""x"": 47.8, ""y"": 0}, ""goal"": {""x"": 47.8, ""y"": 81}}",45,2651,49,shot,,12437003,2025-03-08,Curtis Jones,M,927353,9.7,30.7
True,block,regular,left-foot,low-centre,"{""x"": 0, ""y"": 49.2, ""z"": 19}","{""x"": 12.8, ""y"": 59.6, ""z"": 0}",0.049169786274433,0.0,4695350,1,,58,"{""start"": {""x"": 61.5, ""y"": 15.6}, ""block"": {""x"": 59.6, ""y"": 12.8}, ""end"": {""x"": 50.8, ""y"": 0}, ""goal"": {""x"": 50.8, ""y"": 81}}",45,2642,58,shot,,12436587,2025-04-03,Pedro Neto,M,879349,15.6,61.5
True,block,regular,right-foot,low-centre,"{""x"": 0, ""y"": 49.8, ""z"": 19}","{""x"": 7.1, ""y"": 34.1, ""z"": 0}",0.035167496651411,0.0,4806032,2,,65,"{""start"": {""x"": 29.3, ""y"": 9.2}, ""block"": {""x"": 34.1, ""y"": 7.1}, ""end"": {""x"": 50.2, ""y"": 0}, ""goal"": {""x"": 50.2, ""y"": 81}}",44,2635,65,shot,,12436537,2025-04-21,Mathys Tel,F,1048888,9.2,29.3
False,block,assisted,right-foot,low-left,"{""x"": 0, ""y"": 52.8, ""z"": 19}","{""x"": 12.4, ""y"": 59.4, ""z"": 0}",0.027861522510648,0.0,4485050,2,,74,"{""start"": {""x"": 67.9, ""y"": 21.1}, ""block"": {""x"": 59.4, ""y"": 12.4}, ""end"": {""x"": 47.2, ""y"": 0}, ""goal"": {""x"": 47.2, ""y"": 81}}",44,2626,74,shot,,12436627,2025-02-23,Dominik Szoboszlai,M,869856,21.1,67.9
False,block,corner,right-foot,low-left,"{""x"": 0, ""y"": 52.8, ""z"": 19}","{""x"": 5.3, ""y"": 48, ""z"": 0}",0.14572829008102,0.0,4361339,2,,77,"{""start"": {""x"": 48.3, ""y"": 7.1}, ""block"": {""x"": 48, ""y"": 5.3}, ""end"": {""x"": 47.2, ""y"": 0}, ""goal"": {""x"": 47.2, ""y"": 81}}",44,2623,77,shot,,12436911,2025-02-01,Alexis Mac Allister,M,895324,7.1,48.3
False,block,assisted,right-foot,low-centre,"{""x"": 0, ""y"": 50.3, ""z"": 19}","{""x"": 7.6, ""y"": 47.5, ""z"": 0}",0.27959716320038,0.0,4701545,2,,78,"{""start"": {""x"": 46.6, ""y"": 10.6}, ""block"": {""x"": 47.5, ""y"": 7.6}, ""end"": {""x"": 49.7, ""y"": 0}, ""goal"": {""x"": 49.7, ""y"": 81}}",44,2622,78,shot,,12436596,2025-04-05,Raheem Sterling,F,138534,10.6,46.6
False,block,corner,right-foot,low-centre,"{""x"": 0, ""y"": 51.8, ""z"": 19}","{""x"": 2.5, ""y"": 45.7, ""z"": 0}",0.17773304879665,0.0,4361672,2,,78,"{""start"": {""x"": 44.5, ""y"": 3.7}, ""block"": {""x"": 45.7, ""y"": 2.5}, ""end"": {""x"": 48.2, ""y"": 0}, ""goal"": {""x"": 48.2, ""y"": 81}}",44,2622,78,shot,,12436911,2025-02-01,Luis Díaz,F,883537,3.7,44.5
True,block,assisted,right-foot,low-right,"{""x"": 0, ""y"": 48, ""z"": 19}","{""x"": 25.3, ""y"": 43.9, ""z"": 0}",0.013664822094142,0.0,4203002,2,,81,"{""start"": {""x"": 43.3, ""y"": 27}, ""block"": {""x"": 43.9, ""y"": 25.3}, ""end"": {""x"": 52, ""y"": 0}, ""goal"": {""x"": 52, ""y"": 81}}",44,2619,81,shot,,12436521,2024-12-29,Rodrigo Bentancur,M,791190,27.0,43.3
True,block,assisted,right-foot,low-centre,"{""x"": 0, ""y"": 49.1, ""z"": 19}","{""x"": 11.6, ""y"": 24.9, ""z"": 0}",0.018615851178765,0.0,4168951,2,,82,"{""start"": {""x"": 20.5, ""y"": 13.6}, ""block"": {""x"": 24.9, ""y"": 11.6}, ""end"": {""x"": 50.9, ""y"": 0}, ""goal"": {""x"": 50.9, ""y"": 81}}",44,2618,82,shot,,12436465,2024-12-16,Dango Ouattara,F,1106451,13.6,20.5
False,block,assisted,left-foot,low-left,"{""x"": 0, ""y"": 53.6, ""z"": 19}","{""x"": 6.8, ""y"": 67.5, ""z"": 0}",0.03062042593956,0.0,4207721,2,,99,"{""start"": {""x"": 69.9, ""y"": 7.6}, ""block"": {""x"": 67.5, ""y"": 6.8}, ""end"": {""x"": 46.4, ""y"": 0}, ""goal"": {""x"": 46.4, ""y"": 81}}",44,2601,99,shot,,12436510,2024-12-30,Noni Madueke,M,966547,7.6,69.9
True,block,assisted,right-foot,low-centre,"{""x"": 0, ""y"": 48.4, ""z"": 19}","{""x"": 9.9, ""y"": 71.5, ""z"": 0}",0.016570581123233,0.0,4376917,2,,100,"{""start"": {""x"": 73.4, ""y"": 10.9}, ""block"": {""x"": 71.5, ""y"": 9.9}, ""end"": {""x"": 51.6, ""y"": 0}, ""goal"": {""x"": 51.6, ""y"": 81}}",44,2600,100,shot,,12436919,2025-02-03,Nicolas Jackson,F,1085381,10.9,73.4
False,block,fast-break,left-foot,low-right,"{""x"": 0, ""y"": 46.1, ""z"": 19}","{""x"": 8.4, ""y"": 34.8, ""z"": 0}",0.0635636895895,0.0,4695347,2,,108,"{""start"": {""x"": 32.3, ""y"": 9.5}, ""block"": {""x"": 34.8, ""y"": 8.4}, ""end"": {""x"": 53.9, ""y"": 0}, ""goal"": {""x"": 53.9, ""y"": 81}}",44,2592,108,shot,,12436587,2025-04-03,Heung-min Son,F,111505,9.5,32.3
False,block,assisted,left-foot,low-centre,"{""x"": 0, ""y"": 49, ""z"": 19}","{""x"": 10.6, ""y"": 67.2, ""z"": 0}",0.022119294852018,0.0,3849348,2,,109,"{""start"": {""x"": 69.3, ""y"": 12}, ""block"": {""x"": 67.2, ""y"": 10.6}, ""end"": {""x"": 51, ""y"": 0}, ""goal"": {""x"": 51, ""y"": 81}}",44,2591,109,shot,,12436982,2024-09-30,Tyler Dibling,M,1174472,12.0,69.3
False,block,assisted,left-foot,low-left,"{""x"": 0, ""y"": 54.1, ""z"": 9.7}","{""x"": 8.4, ""y"": 42.6, ""z"": 0}",0.16803959012032,0.0,4477743,2,,115,"{""start"": {""x"": 39.5, ""y"": 11.1}, ""block"": {""x"": 42.6, ""y"": 8.4}, ""end"": {""x"": 45.9, ""y"": 0}, ""goal"": {""x"": 45.9, ""y"": 90.3}}",44,2585,115,shot,,12436621,2025-02-22,Pedro Neto,M,879349,11.1,39.5
False,block,corner,head,low-centre,"{""x"": 0, ""y"": 50.9, ""z"": 19}","{""x"": 3.2, ""y"": 53.4, ""z"": 0}",0.066070713102818,0.0,4034533,2,,118,"{""start"": {""x"": 57, ""y"": 5.8}, ""block"": {""x"": 53.4, ""y"": 3.2}, ""end"": {""x"": 49.1, ""y"": 0}, ""goal"": {""x"": 49.1, ""y"": 81}}",44,2582,118,shot,,12436492,2024-11-10,Dara O'Shea,D,856719,5.8,57.0
False,block,assisted,right-foot,low-left,"{""x"": 0, ""y"": 53.2, ""z"": 19}","{""x"": 13.3, ""y"": 33.6, ""z"": 0}",0.03428802639246,0.0,4143174,3,,124,"{""start"": {""x"": 30.3, ""y"": 16.6}, ""block"": {""x"": 33.6, ""y"": 13.3}, ""end"": {""x"": 46.8, ""y"": 0}, ""goal"": {""x"": 46.8, ""y"": 81}}",43,2576,124,shot,,12436441,2024-12-08,Enzo Fernández,M,974505,16.6,30.3
True,block,regular,left-foot,low-left,"{""x"": 0, ""y"": 53.8, ""z"": 19}","{""x"": 6.4, ""y"": 41.3, ""z"": 0}",0.15034553408623,0.0,4367475,3,,129,"{""start"": {""x"": 39.7, ""y"": 8.6}, ""block"": {""x"": 41.3, ""y"": 6.4}, ""end"": {""x"": 46.2, ""y"": 0}, ""goal"": {""x"": 46.2, ""y"": 81}}",43,2571,129,shot,,12436916,2025-02-02,Mikkel Damsgaard,M,907072,8.6,39.7
False,block,corner,left-foot,low-centre,"{""x"": 0, ""y"": 50.7, ""z"": 19}","{""x"": 15.5, ""y"": 30, ""z"": 0}",0.01914020255208,0.0,3833411,3,,134,"{""start"": {""x"": 27, ""y"": 17.9}, ""block"": {""x"": 30, ""y"": 15.5}, ""end"": {""x"": 49.3, ""y"": 0}, ""goal"": {""x"": 49.3, ""y"": 81}}",43,2566,134,shot,,12437001,2024-09-28,Antonee Robinson,D,803174,17.9,27.0
True,block,free-kick,right-foot,low-right,"{""x"": 0, ""y"": 46.8, ""z"": 19}","{""x"": 10.3, ""y"": 49.6, ""z"": 0}",0.16807134449482,0.0,4713647,3,,136,"{""start"": {""x"": 45.8, ""y"": 18.1}, ""block"": {""x"": 49.6, ""y"": 10.3}, ""end"": {""x"": 53.2, ""y"": 0}, ""goal"": {""x"": 53.2, ""y"": 81}}",43,2564,136,shot,,12436602,2025-04-06,Bruno Fernandes,M,288205,18.1,45.8
False,block,regular,left-foot,low-left,"{""x"": 0, ""y"": 52, ""z"": 19}","{""x"": 18.2, ""y"": 47.3, ""z"": 0}",0.018365511670709,0.0,4889961,3,,139,"{""start"": {""x"": 46.8, ""y"": 30.5}, ""block"": {""x"": 47.3, ""y"": 18.2}, ""end"": {""x"": 48, ""y"": 0}, ""goal"": {""x"": 48, ""y"": 81}}",43,2561,139,shot,,12436561,2025-05-05,Ola Aina,D,800417,30.5,46.8
False,block,regular,right-foot,low-left,"{""x"": 0, ""y"": 52.1, ""z"": 19}","{""x"": 23.7, ""y"": 48.7, ""z"": 0}",0.016873927786946,0.0,3653022,3,,140,"{""start"": {""x"": 48.8, ""y"": 25.6}, ""block"": {""x"": 48.7, ""y"": 23.7}, ""end"": {""x"": 47.9, ""y"": 0}, ""goal"": {""x"": 47.9, ""y"": 81}}",43,2560,140,shot,,12436892,2024-08-24,Guido Rodríguez,M,609752,25.6,48.8
False,block,assisted,right-foot,low-left,"{""x"": 0, ""y"": 51.9, ""z"": 19}","{""x"": 13.1, ""y"": 42.4, ""z"": 0}",0.050385739654303,0.0,4360232,3,,141,"{""start"": {""x"": 41.7, ""y"": 14.7}, ""block"": {""x"": 42.4, ""y"": 13.1}, ""end"": {""x"": 48.1, ""y"": 0}, ""goal"": {""x"": 48.1, ""y"": 81}}",43,2559,141,shot,,12436930,2025-02-01,João Pedro,F,975079,14.7,41.7
False,block,assisted,right-foot,low-centre,"{""x"": 0, ""y"": 48.9, ""z"": 19}","{""x"": 22.3, ""y"": 43.9, ""z"": 0}",0.011175449006259,0.0,4753114,3,,143,"{""start"": {""x"": 42.3, ""y"": 30.2}, ""block"": {""x"": 43.9, ""y"": 22.3}, ""end"": {""x"": 51.1, ""y"": 0}, ""goal"": {""x"": 51.1, ""y"": 81}}",43,2557,143,shot,,12436611,2025-04-13,Manuel Ugarte,M,846425,30.2,42.3
False,block,regular,left-foot,low-left,"{""x"": 0, ""y"": 53.3, ""z"": 19}","{""x"": 4, ""y"": 43.1, ""z"": 0}",0.19818063080311,0.0,3995694,3,,144,"{""start"": {""x"": 40.3, ""y"": 7.1}, ""block"": {""x"": 43.1, ""y"": 4}, ""end"": {""x"": 46.7, ""y"": 0}, ""goal"": {""x"": 46.7, ""y"": 81}}",43,2556,144,shot,,12437053,2024-11-02,Stephy Mavididi,M,605338,7.1,40.3
True,block,corner,head,low-right,"{""x"": 0, ""y"": 47.8, ""z"": 19}","{""x"": 8.9, ""y"": 49.3, ""z"": 0}",0.025445310398936,0.0,4485088,3,,154,"{""start"": {""x"": 47.8, ""y"": 13.4}, ""block"": {""x"": 49.3, ""y"": 8.9}, ""end"": {""x"": 52.2, ""y"": 0}, ""goal"": {""x"": 52.2, ""y"": 81}}",43,2546,154,shot,,12436627,2025-02-23,Nico González,M,954056,13.4,47.8
True,block,assisted,left-foot,low-centre,"{""x"": 0, ""y"": 50.3, ""z"": 19}","{""x"": 18.1, ""y"": 48, ""z"": 0}",0.061083614826202,0.0,4126931,3,,156,"{""start"": {""x"": 47.5, ""y"": 23.5}, ""block"": {""x"": 48, ""y"": 18.1}, ""end"": {""x"": 49.7, ""y"": 0}, ""goal"": {""x"": 49.7, ""y"": 81}}",43,2544,156,shot,,12436972,2024-12-04,İlkay Gündoğan,M,45853,23.5,47.5
False,block,throw-in-set-piece,left-foot,low-centre,"{""x"": 0, ""y"": 51.7, ""z"": 19}","{""x"": 7.3, ""y"": 61.2, ""z"": 0}",0.069577448070049,0.0,4912789,3,,163,"{""start"": {""x"": 63.4, ""y"": 8.6}, ""block"": {""x"": 61.2, ""y"": 7.3}, ""end"": {""x"": 48.3, ""y"": 0}, ""goal"": {""x"": 48.3, ""y"": 81}}",43,2537,163,shot,,12436566,2025-05-10,Jarrad Branthwaite,D,979563,8.6,63.4
True,block,assisted,left-foot,low-centre,"{""x"": 0, ""y"": 50.7, ""z"": 19}","{""x"": 8.3, ""y"": 38.3, ""z"": 0}",0.071280293166637,0.0,4711914,3,,164,"{""start"": {""x"": 37, ""y"": 9.2}, ""block"": {""x"": 38.3, ""y"": 8.3}, ""end"": {""x"": 49.3, ""y"": 0}, ""goal"": {""x"": 49.3, ""y"": 81}}",43,2536,164,shot,,12436606,2025-04-06,Dominic Solanke,F,361420,9.2,37.0
False,block,corner,head,low-centre,"{""x"": 0, ""y"": 48.2, ""z"": 19}","{""x"": 8, ""y"": 52.9, ""z"": 0}",0.029867175966501,0.0,3653028,3,,176,"{""start"": {""x"": 53.2, ""y"": 10.2}, ""block"": {""x"": 52.9, ""y"": 8}, ""end"": {""x"": 51.8, ""y"": 0}, ""goal"": {""x"": 51.8, ""y"": 81}}",43,2524,176,shot,,12436892,2024-08-24,Tomáš Souček,M,799041,10.2,53.2
True,block,fast-break,right-foot,low-left,"{""x"": 0, ""y"": 52.8, ""z"": 8.3}","{""x"": 3.8, ""y"": 51.3, ""z"": 0}",0.39062067866325,0.0,4207723,4,,182,"{""start"": {""x"": 57.2, ""y"": 8.4}, ""block"": {""x"": 51.3, ""y"": 3.8}, ""end"": {""x"": 47.2, ""y"": 0}, ""goal"": {""x"": 47.2, ""y"": 91.7}}",42,2518,182,shot,,12436510,2024-12-30,Nathan Broadhead,M,911710,8.4,57.2
True,block,corner,head,low-centre,"{""x"": 0, ""y"": 50.5, ""z"": 19}","{""x"": 3.1, ""y"": 43.5, ""z"": 0}",0.055709935724735,0.0,3871161,4,,187,"{""start"": {""x"": 39.9, ""y"": 4.9}, ""block"": {""x"": 43.5, ""y"": 3.1}, ""end"": {""x"": 49.5, ""y"": 0}, ""goal"": {""x"": 49.5, ""y"": 81}}",42,2513,187,shot,,12437004,2024-10-05,Gabriel Magalhães,D,869792,4.9,39.9
False,block,free-kick,left-foot,low-centre,"{""x"": 0, ""y"": 49.5, ""z"": 19}","{""x"": 15, ""y"": 51.8, ""z"": 0}",0.073850207030773,0.0,4195072,4,,190,"{""start"": {""x"": 52.7, ""y"": 25.5}, ""block"": {""x"": 51.8, ""y"": 15}, ""end"": {""x"": 50.5, ""y"": 0}, ""goal"": {""x"": 50.5, ""y"": 81}}",42,2510,190,shot,,12436480,2024-12-26,Emerson Palmieri,D,155997,25.5,52.7
False,block,corner,right-foot,low-centre,"{""x"": 0, ""y"": 50.7, ""z"": 19}","{""x"": 7.5, ""y"": 44.8, ""z"": 0}",0.045922983437777,0.0,4796904,4,,201,"{""start"": {""x"": 40.7, ""y"": 19.5}, ""block"": {""x"": 44.8, ""y"": 7.5}, ""end"": {""x"": 49.3, ""y"": 0}, ""goal"": {""x"": 49.3, ""y"": 81}}",42,2499,201,shot,,12436626,2025-04-20,Ryan Gravenberch,M,904897,19.5,40.7
False,block,assisted,right-foot,low-centre,"{""x"": 0, ""y"": 49.8, ""z"": 19}","{""x"": 8.3, ""y"": 54, ""z"": 0}",0.18969601392746,0.0,3758147,4,,205,"{""start"": {""x"": 55, ""y"": 10.5}, ""block"": {""x"": 54, ""y"": 8.3}, ""end"": {""x"": 50.2, ""y"": 0}, ""goal"": {""x"": 50.2, ""y"": 81}}",42,2495,205,shot,,12436946,2024-09-14,Bryan Mbeumo,M,927083,10.5,55.0
False,block,assisted,left-foot,low-centre,"{""x"": 0, ""y"": 49.1, ""z"": 15.3}","{""x"": 5.7, ""y"": 66.1, ""z"": 0}",0.065104223787785,0.0,4218122,4,,206,"{""start"": {""x"": 69.5, ""y"": 7.1}, ""block"": {""x"": 66.1, ""y"": 5.7}, ""end"": {""x"": 50.9, ""y"": 0}, ""goal"": {""x"": 50.9, ""y"": 84.7}}",42,2494,206,shot,,12436508,2025-01-04,Mohammed Kudus,M,905163,7.1,69.5
False,block,assisted,left-foot,low-centre,"{""x"": 0, ""y"": 50.4, ""z"": 19}","{""x"": 18.1, ""y"": 50.5, ""z"": 0}",0.020631613209844,0.0,4278091,4,,207,"{""start"": {""x"": 50.9, ""y"": 25.1}, ""block"": {""x"": 50.5, ""y"": 18.1}, ""end"": {""x"": 49.6, ""y"": 0}, ""goal"": {""x"": 49.6, ""y"": 81}}",42,2493,207,shot,,12436434,2025-01-15,Amadou Onana,M,923973,25.1,50.9
False,block,corner,right-foot,low-left,"{""x"": 0, ""y"": 53.1, ""z"": 19}","{""x"": 11.4, ""y"": 39.7, ""z"": 0}",0.053715027868748,0.0,4787684,4,,215,"{""start"": {""x"": 38.3, ""y"": 13.6}, ""block"": {""x"": 39.7, ""y"": 11.4}, ""end"": {""x"": 46.9, ""y"": 0}, ""goal"": {""x"": 46.9, ""y"": 81}}",42,2485,215,shot,,12436615,2025-04-19,Harvey Barnes,F,855647,13.6,38.3
False,block,assisted,left-foot,low-centre,"{""x"": 0, ""y"": 51.3, ""z"": 19}","{""x"": 10.1, ""y"": 49.5, ""z"": 0}",0.16077651083469,0.0,3849358,4,,218,"{""start"": {""x"": 49.9, ""y"": 16.3}, ""block"": {""x"": 49.5, ""y"": 10.1}, ""end"": {""x"": 48.7, ""y"": 0}, ""goal"": {""x"": 48.7, ""y"": 81}}",42,2482,218,shot,,12436982,2024-09-30,Maxwel Cornet,F,280439,16.3,49.9
True,block,set-piece,head,low-centre,"{""x"": 0, ""y"": 48.8, ""z"": 19}","{""x"": 7.7, ""y"": 51.4, ""z"": 0}",0.06287981569767,0.0,4034593,4,,229,"{""start"": {""x"": 51.5, ""y"": 9.7}, ""block"": {""x"": 51.4, ""y"": 7.7}, ""end"": {""x"": 51.2, ""y"": 0}, ""goal"": {""x"": 51.2, ""y"": 81}}",42,2471,229,shot,,12436494,2024-11-10,Casemiro,M,122951,9.7,51.5
True,block,regular,right-foot,low-left,"{""x"": 0, ""y"": 52.2, ""z"": 19}","{""x"": 11.8, ""y"": 35.6, ""z"": 0}",0.029437044635415,0.0,4104220,4,,231,"{""start"": {""x"": 32.7, ""y"": 14.5}, ""block"": {""x"": 35.6, ""y"": 11.8}, ""end"": {""x"": 47.8, ""y"": 0}, ""goal"": {""x"": 47.8, ""y"": 81}}",42,2469,231,shot,,12436501,2024-11-29,João Pedro,F,975079,14.5,32.7
True,block,set-piece,right-foot,low-left,"{""x"": 0, ""y"": 54.7, ""z"": 19}","{""x"": 15.3, ""y"": 49.8, ""z"": 0}",0.017436781898141,0.0,4034603,4,,232,"{""start"": {""x"": 53.3, ""y"": 26.9}, ""block"": {""x"": 49.8, ""y"": 15.3}, ""end"": {""x"": 45.3, ""y"": 0}, ""goal"": {""x"": 45.3, ""y"": 81}}",42,2468,232,shot,,12436494,2024-11-10,Noussair Mazraoui,D,847030,26.9,53.3
False,block,assisted,right-foot,low-centre,"{""x"": 0, ""y"": 50, ""z"": 19}","{""x"": 17.1, ""y"": 49.1, ""z"": 0}",0.041366998106241,0.0,4107383,4,,235,"{""start"": {""x"": 49, ""y"": 18.9}, ""block"": {""x"": 49.1, ""y"": 17.1}, ""end"": {""x"": 50, ""y"": 0}, ""goal"": {""x"": 50, ""y"": 81}}",42,2465,235,shot,,12436503,2024-11-30,Liam Delap,F,997087,18.9,49.0
True,block,assisted,right-foot,low-left,"{""x"": 0, ""y"": 52.4, ""z"": 19}","{""x"": 18.4, ""y"": 46.6, ""z"": 0}",0.016641551628709,0.0,4141432,4,,237,"{""start"": {""x"": 46, ""y"": 28.4}, ""block"": {""x"": 46.6, ""y"": 18.4}, ""end"": {""x"": 47.6, ""y"": 0}, ""goal"": {""x"": 47.6, ""y"": 81}}",42,2463,237,shot,,12436462,2024-12-08,Jack Taylor,M,856669,28.4,46.0
True,block,assisted,right-foot,low-left,"{""x"": 0, ""y"": 54.2, ""z"": 19}","{""x"": 18, ""y"": 65.2, ""z"": 0}",0.013268811628222,0.0,4195073,4,,239,"{""start"": {""x"": 69.7, ""y"": 22.2}, ""block"": {""x"": 65.2, ""y"": 18}, ""end"": {""x"": 45.8, ""y"": 0}, ""goal"": {""x"": 45.8, ""y"": 81}}",42,2461,239,shot,,12436477,2024-12-26,Jacob Murphy,F,372336,22.2,69.7
True,block,assisted,left-foot,low-centre,"{""x"": 0, ""y"": 50.5, ""z"": 19}","{""x"": 10.6, ""y"": 57, ""z"": 0}",0.12362352758646,0.0,4078105,5,,240,"{""start"": {""x"": 58.9, ""y"": 13.2}, ""block"": {""x"": 57, ""y"": 10.6}, ""end"": {""x"": 49.5, ""y"": 0}, ""goal"": {""x"": 49.5, ""y"": 81}}",41,2460,240,shot,,12436499,2024-11-23,Erling Haaland,F,839956,13.2,58.9
True,block,corner,right-foot,low-centre,"{""x"": 0, ""y"": 50.6, ""z"": 19}","{""x"": 13.2, ""y"": 52.3, ""z"": 0}",0.041933674365282,0.0,3653045,5,,241,"{""start"": {""x"": 54.1, ""y"": 20.9}, ""block"": {""x"": 52.3, ""y"": 13.2}, ""end"": {""x"": 49.4, ""y"": 0}, ""goal"": {""x"": 49.4, ""y"": 81}}",41,2459,241,shot,,12436894,2024-08-24,Emile Smith Rowe,M,867445,20.9,54.1
True,block,assisted,right-foot,low-right,"{""x"": 0, ""y"": 46.6, ""z"": 19}","{""x"": 8.8, ""y"": 50.9, ""z"": 0}",0.080106735229492,0.0,3795215,5,,242,"{""start"": {""x"": 47.2, ""y"": 21.6}, ""block"": {""x"": 50.9, ""y"": 8.8}, ""end"": {""x"": 53.4, ""y"": 0}, ""goal"": {""x"": 53.4, ""y"": 81}}",41,2458,242,shot,,12436977,2024-09-21,Rodrigo Bentancur,M,791190,21.6,47.2
False,block,regular,right-foot,low-left,"{""x"": 0, ""y"": 53.9, ""z"": 1.4}","{""x"": 6.4, ""y"": 45.7, ""z"": 0}",0.081666931509972,0.0,4195098,5,,244,"{""start"": {""x"": 44.6, ""y"": 18.9}, ""block"": {""x"": 45.7, ""y"": 6.4}, ""end"": {""x"": 46.1, ""y"": 0}, ""goal"": {""x"": 46.1, ""y"": 98.6}}",41,2456,244,shot,,12436480,2024-12-26,Guido Rodríguez,M,609752,18.9,44.6
True,block,regular,right-foot,low-centre,"{""x"": 0, ""y"": 48.3, ""z"": 19}","{""x"": 9.3, ""y"": 65, ""z"": 0}",0.03822685033083,0.0,4194365,5,,247,"{""start"": {""x"": 69, ""y"": 12.1}, ""block"": {""x"": 65, ""y"": 9.3}, ""end"": {""x"": 51.7, ""y"": 0}, ""goal"": {""x"": 51.7, ""y"": 81}}",41,2453,247,shot,,12436481,2024-12-26,Savinho,M,1046795,12.1,69.0
False,block,assisted,right-foot,low-left,"{""x"": 0, ""y"": 52.5, ""z"": 19}","{""x"": 19, ""y"": 42.8, ""z"": 0}",0.024543890729547,0.0,3693344,5,,250,"{""start"": {""x"": 41.6, ""y"": 23.8}, ""block"": {""x"": 42.8, ""y"": 19}, ""end"": {""x"": 47.5, ""y"": 0}, ""goal"": {""x"": 47.5, ""y"": 81}}",41,2450,250,shot,,12436908,2024-08-31,Ben Brereton Díaz,M,867583,23.8,41.6
True,block,assisted,left-foot,low-right,"{""x"": 0, ""y"": 48, ""z"": 19}","{""x"": 3.2, ""y"": 32.8, ""z"": 0}",0.014682144857943,0.0,3994867,5,,257,"{""start"": {""x"": 30.4, ""y"": 3.6}, ""block"": {""x"": 32.8, ""y"": 3.2}, ""end"": {""x"": 52, ""y"": 0}, ""goal"": {""x"": 52, ""y"": 81}}",41,2443,257,shot,,12437056,2024-11-02,Bruno Guimarães,M,866469,3.6,30.4
False,block,assisted,left-foot,low-centre,"{""x"": 0, ""y"": 49.1, ""z"": 19}","{""x"": 18, ""y"": 38.3, ""z"": 0}",0.031696125864983,0.0,4702915,5,,258,"{""start"": {""x"": 34.4, ""y"": 23.5}, ""block"": {""x"": 38.3, ""y"": 18}, ""end"": {""x"": 50.9, ""y"": 0}, ""goal"": {""x"": 50.9, ""y"": 81}}",41,2442,258,shot,,12436595,2025-04-05,Pervis Estupiñán,D,805465,23.5,34.4
